Bus Route Number,Stop Locations,Timestamp,Passenger Count,Trip Duration (mins),Incident ID,Crime Category,Date/Time,District/Zone,Incident Description,Timestamp.1,Latitude,Longitude,Vehicle Count,Accident Severity,Weather Condition
278,Suburb,11-04-2024 02:00,218,108,06ba1f00-cd2d-4114-b700-79d12b142e0f,15,11-04-2024 02:00,4,Draw fire through then information theory respond already.,11-04-2024 02:00,21.27198626552801,69.38275979138375,106,8,1
285,Mall,11-04-2024 03:00,214,105,d8249f7b-7540-4ef5-9301-a56ddc6e166c,12,11-04-2024 03:00,4,That movie law enjoy strategy find.,11-04-2024 03:00,23.00173448589972,72.9323349788948,107,6,0
321,Airport,11-04-2024 04:00,68,36,58892651-dd08-44bf-a990-6aa76538ace9,10,11-04-2024 04:00,3,Fast story give good certainly carry simply describe commercial.,11-04-2024 04:00,21.85019308371179,69.98116731386712,36,6,0
249,City Center,11-04-2024 05:00,137,69,bc7369f6-99b2-4174-a0d0-1ed3e0b9424e,10,11-04-2024 05:00,3,Unit despite foot together generation apply story.,11-04-2024 05:00,22.92027118975851,69.82195950555845,66,4,0
332,Airport,11-04-2024 06:00,212,105,fa518c05-5af6-432c-bd03-85c91f25b1a8,5,11-04-2024 06:00,2,Military industry significant speak family believe million professional take five.,11-04-2024 06:00,22.82287072765181,70.04268815773588,107,3,0
270,Main Station,11-04-2024 07:00,139,68,2c148fb2-e5a5-442c-b662-8b38e7fb8107,14,11-04-2024 07:00,5,Blood what third idea present financial popular mind call every though country effort.,11-04-2024 07:00,21.46037049632449,70.13065506369914,68,7,0
3,Mall,11-04-2024 08:00,205,101,b454aab5-aae9-40ce-8c56-69b1e18c0a40,2,11-04-2024 08:00,0,Get sometimes whether finally field boy western move.,11-04-2024 08:00,21.62023993722072,72.3697609051828,101,0,2
148,Industrial Area,11-04-2024 09:00,144,71,363abeca-06e7-4d47-a5d8-52cfdbab9c70,12,11-04-2024 09:00,4,Significant idea federal card truth where rise group.,11-04-2024 09:00,22.86488873412964,72.19300491054759,73,5,1
23,Main Station,11-04-2024 10:00,158,77,d4f172b3-57ec-4601-9715-115660753bca,13,11-04-2024 10:00,4,Watch Congress value professor perform hour.,11-04-2024 10:00,21.38468984191132,69.64668312055801,79,7,1
211,Main Station,11-04-2024 11:00,82,42,e1a7cec3-99e2-4411-bbc6-8115901d0d7b,-1,11-04-2024 11:00,0,Show fish else within to especially.,11-04-2024 11:00,21.79554262539097,72.622095930512,39,0,0
471,Industrial Area,11-04-2024 12:00,184,91,ad2a5431-2a50-47a3-9ed1-35d909ff2253,13,11-04-2024 12:00,3,Toward drive then have seem region change.,11-04-2024 12:00,23.50573664321401,70.74528551521225,88,7,2
493,Main Station,11-04-2024 13:00,233,118,99f165b6-785c-4837-9d19-d5cbacb0a96f,5,11-04-2024 13:00,0,Activity way pick skin such position.,11-04-2024 13:00,21.981274518004927,71.28736365351773,120,2,2
273,City Center,11-04-2024 14:00,112,55,56a25e02-f7e6-4d02-9b9c-1c4232f95225,-2,11-04-2024 14:00,0,Follow claim benefit require analysis medical while trip.,11-04-2024 14:00,22.46418046880899,69.62429979909757,55,0,0
404,City Center,11-04-2024 15:00,169,85,1be46989-2a71-42c0-b177-c528e76d6494,1,11-04-2024 15:00,1,War Republican call police red brother.,11-04-2024 15:00,23.82342100543752,72.54313028049168,85,1,0
459,City Center,11-04-2024 16:00,128,66,e10cc1dd-ec1d-42da-a932-624eec13cbc0,13,11-04-2024 16:00,5,Perform task city hear daughter behavior.,11-04-2024 16:00,21.68144726651084,70.88111073602337,65,7,0
203,Airport,11-04-2024 17:00,113,58,2284b262-4533-4b98-8f7e-79af5ee493e9,10,11-04-2024 17:00,4,Body stop them citizen white expect measure history special.,11-04-2024 17:00,22.16887805207403,72.16064801637098,57,4,0
438,Main Station,11-04-2024 18:00,105,55,82bb35c6-259f-463c-b902-07595bbe34e9,8,11-04-2024 18:00,1,Agent address manager type better issue big suffer tree than also.,11-04-2024 18:00,22.81937332663064,71.13610472329863,52,5,2
340,Main Station,11-04-2024 19:00,113,56,22c3d806-f932-4e07-866e-719e7f24d04a,9,11-04-2024 19:00,3,Instead key without daughter particular point term end statement assume mean.,11-04-2024 19:00,23.26601678851192,69.24434400327375,53,4,0
9,Mall,11-04-2024 20:00,116,56,19b4aa08-0f22-4c63-8cca-85a80bdd6c69,4,11-04-2024 20:00,2,Product fund girl pattern sell add phone you feel kind explain a offer.,11-04-2024 20:00,23.70496016013812,72.51744782928121,56,3,0
354,Suburb,11-04-2024 21:00,235,118,2f0b4c52-9f6e-4c1a-875a-2622d26707b6,4,11-04-2024 21:00,1,House trouble on put drug discover.,11-04-2024 21:00,23.74641896272055,71.76254080123356,117,1,0
248,Suburb,11-04-2024 22:00,175,90,ea2ad42e-5ee1-421a-a77d-884a193cdfe6,16,11-04-2024 22:00,5,Factor onto short image memory sister parent level service attention interview point sure.,11-04-2024 22:00,23.32992022311787,71.1712246099533,90,9,0
18,Industrial Area,11-04-2024 23:00,84,41,8d565dcf-e745-40a1-a0de-5ebdad2215a1,13,11-04-2024 23:00,5,Media huge choice citizen defense whether what discover situation pull mission heart.,11-04-2024 23:00,21.68499250977993,70.0077599535392,40,7,0
73,Main Station,12-04-2024 00:00,115,59,af6c559a-f4c7-4ff8-a696-4832b4dd4df6,18,12-04-2024 00:00,5,Father age Republican mission a analysis return theory hot news away.,12-04-2024 00:00,21.0744279901277,72.12171607409725,56,10,2
337,Suburb,12-04-2024 01:00,198,98,c46bd7ec-285d-4599-8a5d-5c201a9d4d13,15,12-04-2024 01:00,4,Part owner serious none plan official recognize degree part every agency ever.,12-04-2024 01:00,22.15132179106687,70.3759872319705,96,8,2
288,Industrial Area,12-04-2024 02:00,82,40,a230bd4f-70d7-4840-9c24-adb9c480727a,9,12-04-2024 02:00,3,Thousand training power condition reveal worker player house rock power but vote bit.,12-04-2024 02:00,21.42464655296347,71.14587149312965,39,3,0
414,Airport,12-04-2024 03:00,190,94,c964fe91-5a18-4fd2-9b04-a0c1d9a9bef3,15,12-04-2024 03:00,5,Ago participant want resource end senior couple on these prevent open region.,12-04-2024 03:00,23.13116294231489,69.28242573544375,96,7,0
125,Industrial Area,12-04-2024 04:00,70,37,a2737337-c375-4e07-a097-c95d7ad16f14,16,12-04-2024 04:00,5,Compare today item billion customer rock fish go enjoy grow base police.,12-04-2024 04:00,22.983391760477147,72.88373253584213,39,7,1
319,Airport,12-04-2024 05:00,211,105,6edd64cf-0120-4ee6-9310-b2f6f9e98481,5,12-04-2024 05:00,1,Over old offer civil cover produce home run rock.,12-04-2024 05:00,21.131914924864365,69.45018541209075,103,2,2
437,Mall,12-04-2024 06:00,240,119,fd882851-90bc-46a9-82f9-1044ac1a5f18,11,12-04-2024 06:00,3,Address kid sea style area language.,12-04-2024 06:00,23.50978133739285,73.45419803899941,121,5,2
6,Airport,12-04-2024 07:00,26,15,cf03e1eb-400f-4967-998b-a7152414d6fa,3,12-04-2024 07:00,0,Themselves result like offer room party investment can show.,12-04-2024 07:00,21.74622979887355,73.33787309523947,13,0,1
298,Suburb,12-04-2024 08:00,147,74,dc904d51-79a1-454b-a7c4-6d5afd99f65e,1,12-04-2024 08:00,0,Political father let ask analysis pull set.,12-04-2024 08:00,22.29668122647313,73.85544962408781,76,1,0
68,Main Station,12-04-2024 09:00,143,71,8b4f7c84-be79-480b-8f5a-52b5ae10a7eb,20,12-04-2024 09:00,5,World early nation risk lay word position anyone certainly.,12-04-2024 09:00,23.003801206367232,73.54220621402472,71,9,2
329,Mall,12-04-2024 10:00,24,11,7c3c03b1-0bda-471d-8b5c-2c50de9d6c57,6,12-04-2024 10:00,0,Onto choice tend their race reach entire find guess early southern write any.,12-04-2024 10:00,22.28825636055676,73.85703827108169,9,4,3
171,Airport,12-04-2024 11:00,45,25,53bcb217-3328-4055-b8af-8b59cb372f01,2,12-04-2024 11:00,0,Cause another all phone very under.,12-04-2024 11:00,22.32386340839983,73.43638122087357,26,0,2
354,Suburb,12-04-2024 12:00,210,107,2c5162c3-4dc6-4e6a-95b5-1c70d248c29d,7,12-04-2024 12:00,3,Property fall example sound approach less rule data.,12-04-2024 12:00,21.196883986007222,69.56254302521235,107,2,0
381,Suburb,12-04-2024 13:00,107,55,fdd31ecf-2ad2-4db4-b770-c0b79c23e504,14,12-04-2024 13:00,4,Run wait air itself other likely laugh start.,12-04-2024 13:00,22.20433064778001,71.18840931571502,52,7,1
129,City Center,12-04-2024 14:00,32,16,7d0acb0a-9fd5-4169-a1c5-16d31cd68065,12,12-04-2024 14:00,4,Executive he opportunity your meeting cold.,12-04-2024 14:00,23.29454367965995,69.38078180905617,18,5,0
270,Suburb,12-04-2024 15:00,197,97,6def17bd-7235-4d8a-9316-c0484c219836,1,12-04-2024 15:00,0,Congress expert later every reason identify president hand draw.,12-04-2024 15:00,23.7455290115598,71.72649103339668,96,0,0
200,Main Station,12-04-2024 16:00,227,113,39c3161d-292c-432f-b136-0cc13a2ed818,7,12-04-2024 16:00,2,Simple seek focus often note majority present.,12-04-2024 16:00,22.24049141119012,71.64878380739593,111,2,0
227,Mall,12-04-2024 17:00,157,80,066db7d2-f0ff-4b6a-9e42-829d08eefd1d,10,12-04-2024 17:00,3,Recognize yard exactly provide experience attorney floor.,12-04-2024 17:00,22.27075748063724,73.61089180058147,81,5,0
67,Mall,12-04-2024 18:00,163,80,a4d8012b-696c-4873-9474-52089b3da27b,13,12-04-2024 18:00,3,Because fill guy purpose teacher house thank other threat.,12-04-2024 18:00,23.10788131897096,73.84847372557492,80,7,2
13,Main Station,12-04-2024 19:00,42,21,d37dbef2-7c37-426b-842c-eae172f531e2,-2,12-04-2024 19:00,0,Painting suffer relate amount thank office nothing sit.,12-04-2024 19:00,23.82831600331583,70.29822023412571,20,0,0
321,Suburb,12-04-2024 20:00,25,15,728d40b6-418e-47e8-908d-2985b36a5845,9,12-04-2024 20:00,2,Mouth me nor almost month cut authority.,12-04-2024 20:00,21.80118282071808,71.91156424881045,15,4,2
392,Industrial Area,12-04-2024 21:00,78,41,a74e6858-36e2-4414-adb9-88d05dd0ad6b,5,12-04-2024 21:00,0,Evidence learn detail reflect outside consider benefit type chair that good range my.,12-04-2024 21:00,22.32043261961381,71.32220894826473,40,3,2
114,Suburb,12-04-2024 22:00,114,57,ca6d57ed-2e5d-4328-af07-35b8d607c988,16,12-04-2024 22:00,4,Management country skill wonder this free.,12-04-2024 22:00,23.387919730656904,71.73367587370477,57,7,2
169,Main Station,12-04-2024 23:00,233,116,a26a7ac9-286c-48f9-957f-ccc067e2cd82,4,12-04-2024 23:00,2,Unit yard particular this team lay science example doctor look.,12-04-2024 23:00,22.82908070812212,71.65864047544494,116,3,0
42,Mall,13-04-2024 00:00,133,69,f9eda633-25ac-4116-bd8b-a3a1fdc89bac,2,13-04-2024 00:00,0,Letter class weight read health that tonight model campaign strategy tough under begin.,13-04-2024 00:00,21.331759031891863,73.57062204601317,66,0,1
375,City Center,13-04-2024 01:00,234,117,3b672272-dda8-4302-a8a0-f315d3b54837,14,13-04-2024 01:00,3,Gas and cell main material I clearly.,13-04-2024 01:00,22.883198206686806,73.48062887626152,119,7,2
169,Mall,13-04-2024 02:00,77,37,93f1c431-3e07-4243-a608-d000c7985f12,18,13-04-2024 02:00,5,Reality although lot example recognize food stock price professor front more cause sport sell.,13-04-2024 02:00,21.56023885379198,69.61368340968616,35,9,1
302,Main Station,13-04-2024 03:00,188,94,bc05132c-af44-4078-8b68-1bafb18831b8,2,13-04-2024 03:00,1,Evening sell everybody gun ever animal suggest her.,13-04-2024 03:00,22.53064780223521,70.7255508920843,91,1,0
10,Industrial Area,13-04-2024 04:00,53,26,80d3dcb9-63d8-4581-bdfa-15d91ab783c5,5,13-04-2024 04:00,2,Believe arm several garden of of say once the show yet people.,13-04-2024 04:00,22.58730980298132,72.76387536796395,26,1,0
382,City Center,13-04-2024 05:00,120,60,6b68f468-a603-4a3f-9e0d-c06558f6995d,16,13-04-2024 05:00,5,Lay value sound determine million resource.,13-04-2024 05:00,23.62861008667496,72.41993552915031,60,7,0
226,Main Station,13-04-2024 06:00,65,33,ac4c5750-9087-4d25-92d8-5ca4d7cf68c4,2,13-04-2024 06:00,1,Southern live worry mouth would several part argue Mrs threat trade base.,13-04-2024 06:00,22.38748282203732,72.15596277804762,32,0,0
104,Main Station,13-04-2024 07:00,46,25,6e134e57-1347-4393-949d-7bc75bbc94bb,11,13-04-2024 07:00,4,Red green adult environment worry community turn experience particular dinner easy front raise.,13-04-2024 07:00,21.838327266707683,73.96905216148248,23,6,0
85,Industrial Area,13-04-2024 08:00,35,19,6068a5f6-b869-4c4e-93e8-31fd2044b312,1,13-04-2024 08:00,0,Hard growth they relationship pattern us.,13-04-2024 08:00,21.69289904464809,70.6846752864914,21,0,0
258,Airport,13-04-2024 09:00,49,23,7efe3968-e884-4a49-80fd-e66ffc95ac1a,13,13-04-2024 09:00,5,Expect military provide agreement reflect research traditional he he physical fast soldier glass.,13-04-2024 09:00,23.62275563005301,71.57624352890963,24,7,0
341,City Center,13-04-2024 10:00,138,71,b51c9f7c-b449-46d6-b0da-a382efea84ed,9,13-04-2024 10:00,3,Relationship analysis anyone letter us or she ground.,13-04-2024 10:00,21.513032563254686,73.89575186625638,71,3,0
105,City Center,13-04-2024 11:00,87,46,3b6b23ee-ba44-49bd-bf60-65d528b6845e,7,13-04-2024 11:00,1,Clear democratic chance experience determine management according upon.,13-04-2024 11:00,22.27760568264943,72.47776139306124,43,4,3
198,Suburb,13-04-2024 12:00,180,90,a49d35ce-d9c2-4c09-b8cd-1e18924b8293,11,13-04-2024 12:00,2,A organization significant Democrat shake around mission nation.,13-04-2024 12:00,21.56151934478084,72.24340136093755,90,6,2
140,Industrial Area,13-04-2024 13:00,195,99,a1032d52-4f70-418b-b964-2cf57eca9c3f,8,13-04-2024 13:00,2,Analysis impact notice stage pick although case health yeah require cost enter weight.,13-04-2024 13:00,23.31991212034313,69.77373620025499,99,5,2
31,City Center,13-04-2024 14:00,219,112,4b707812-73e7-4fa1-b141-998e8fd1d5ed,4,13-04-2024 14:00,2,Including someone knowledge international skill skin.,13-04-2024 14:00,22.42311791992385,70.23328451722696,110,1,0
471,Suburb,13-04-2024 15:00,163,83,efe2e6b6-7c4e-4143-aaf6-320c0428f6dc,16,13-04-2024 15:00,5,Direction war recently position continue mission summer.,13-04-2024 15:00,22.053431071670428,70.88736594693351,81,7,0
115,Industrial Area,13-04-2024 16:00,141,72,df41c59b-2afe-4390-96f4-163a73182e98,10,13-04-2024 16:00,4,Reduce firm level use commercial site seem.,13-04-2024 16:00,22.0832989218794,71.32423550181652,72,6,0
125,City Center,13-04-2024 17:00,145,71,50a9ca24-997c-451d-8755-568e7ac82a2d,3,13-04-2024 17:00,1,World too third air large city keep likely situation sport social decision fill.,13-04-2024 17:00,23.55664262016893,71.4860511985258,68,2,0
47,Airport,13-04-2024 18:00,77,38,799d7ffc-c3b9-40be-a673-e48e48728de7,2,13-04-2024 18:00,1,Make white really finish arm blood be cold far recent.,13-04-2024 18:00,22.66132186288331,73.51068590714824,37,0,0
304,Industrial Area,13-04-2024 19:00,111,56,1e5b2fbd-ef2c-48d2-8311-be042f2e5501,12,13-04-2024 19:00,3,Win force safe point idea unit head just wear leader cut also.,13-04-2024 19:00,23.15360355339379,69.53605992854473,57,5,2
2,Main Station,13-04-2024 20:00,110,54,a1011e2e-b867-4033-a3c7-ab1990dfc5bb,16,13-04-2024 20:00,4,Evening strong history ability bill population foot.,13-04-2024 20:00,23.69111554875205,70.24176285025331,51,9,2
400,Industrial Area,13-04-2024 21:00,91,44,d86ad1c5-0e56-41a9-bb3d-c1e335d5d785,4,13-04-2024 21:00,2,Size consider stock total leg either order page.,13-04-2024 21:00,23.70522502812193,69.71816901774221,44,2,0
91,Suburb,13-04-2024 22:00,27,14,11ee541a-f59c-45c4-84ca-4049dba8c0d7,-1,13-04-2024 22:00,0,Forget safe reduce teacher business message.,13-04-2024 22:00,21.985527163013597,72.67655362876556,12,0,0
408,Industrial Area,13-04-2024 23:00,187,93,727d053b-3672-4d0e-8bd4-78c049440f86,3,13-04-2024 23:00,0,Bring measure sure current leader many into keep relate unit production prove.,13-04-2024 23:00,23.85735378943916,73.85289900554565,94,0,2
467,Airport,14-04-2024 00:00,60,31,6e4b118f-50f9-4dde-ac65-0b82b3d7d4b6,7,14-04-2024 00:00,3,Color fine home contain today seek help.,14-04-2024 00:00,21.07462764604381,73.46980401693854,29,4,0
382,Airport,14-04-2024 01:00,92,44,e8b8a963-e065-42de-8ba2-c4928573bf5b,14,14-04-2024 01:00,4,Else particular professor situation evening next former memory research me suggest rise.,14-04-2024 01:00,22.130506683048488,72.61650384402773,42,6,2
7,City Center,14-04-2024 02:00,168,82,d041807e-4676-4a0b-ae05-539aeb9dc661,2,14-04-2024 02:00,0,Act major team fire market news indicate who economic.,14-04-2024 02:00,23.68739657252652,69.10761402084236,80,0,2
297,Industrial Area,14-04-2024 03:00,61,29,b2174127-bc72-4ba5-ada4-fc56d98ef5c3,7,14-04-2024 03:00,1,About conference their suffer fine miss although management together charge indeed.,14-04-2024 03:00,21.82391063945095,70.73515434998723,30,3,2
24,Mall,14-04-2024 04:00,161,81,4f671986-39bf-4b3a-935e-09f0cf6dfdc7,6,14-04-2024 04:00,2,Morning field pay compare notice nation key.,14-04-2024 04:00,21.81924435096396,73.31809025001374,80,4,0
69,City Center,14-04-2024 05:00,121,62,694c359f-9f75-432d-83cb-237245eac66c,2,14-04-2024 05:00,1,Again thank kind recognize enough success part cultural next while.,14-04-2024 05:00,21.90786685524566,72.26535126980468,61,2,0
87,Suburb,14-04-2024 06:00,163,81,be10b9f7-cf9f-4c79-a69b-be68ea15d548,13,14-04-2024 06:00,4,Different leave past recent entire report treat fly friend drop.,14-04-2024 06:00,22.83694015454077,70.04800660624947,80,6,1
331,Main Station,14-04-2024 07:00,92,45,1528033b-dbb6-402c-b728-2d04a2001708,11,14-04-2024 07:00,4,Seek significant report discuss instead minute free simply bar remain mean moment develop.,14-04-2024 07:00,22.314998326843057,71.33243567334296,43,5,0
109,City Center,14-04-2024 08:00,200,100,b30d6cbc-e122-4f06-af62-6b0297d05047,8,14-04-2024 08:00,3,Up high have computer air or spend.,14-04-2024 08:00,23.180204509060022,69.43959065822528,100,4,0
162,Suburb,14-04-2024 09:00,212,105,e56425c8-30da-4b0d-a62e-49805915e1f5,16,14-04-2024 09:00,3,Study analysis give brother cut development cell trouble.,14-04-2024 09:00,23.68473192769401,71.60400768286294,103,8,3
138,City Center,14-04-2024 10:00,54,27,d1f807a4-967e-4fe7-88f7-3f40033f97e2,12,14-04-2024 10:00,4,Right million level perhaps daughter blue receive moment turn smile poor guess claim game.,14-04-2024 10:00,23.02259812482859,73.5051422384258,26,7,0
400,Airport,14-04-2024 11:00,142,71,8eb9411f-0fae-416f-8c40-725deef6ac3a,4,14-04-2024 11:00,2,Relationship student this him ten follow.,14-04-2024 11:00,21.61340016059273,69.19359423168483,71,2,0
276,Main Station,14-04-2024 12:00,38,20,7bea3e78-a369-49ed-940b-952ecbfa9cdc,1,14-04-2024 12:00,0,Need area group attorney sure house.,14-04-2024 12:00,23.798045707081503,72.06945762539648,19,0,0
476,Industrial Area,14-04-2024 13:00,41,23,52178bc9-4861-4659-b501-533acc67f849,1,14-04-2024 13:00,1,Former board hair in high before cup find.,14-04-2024 13:00,21.793478620042443,70.1655134899944,24,0,0
491,City Center,14-04-2024 14:00,55,27,709633ac-eff7-444c-87e6-88d1fab838ac,11,14-04-2024 14:00,3,Music central hear when less watch rest increase enough of section reduce region risk.,14-04-2024 14:00,21.44968288598448,73.95192536089428,25,5,1
127,Suburb,14-04-2024 15:00,171,85,c3ecb1bf-02aa-4623-a2d8-caa8fa9fc4d9,5,14-04-2024 15:00,2,Truth movement one look phone discover hope senior seek large computer.,14-04-2024 15:00,21.26990183658288,69.32550860351768,84,3,0
47,Mall,14-04-2024 16:00,130,63,44a74a0b-cd1e-4ea4-945e-3e9686a84faa,13,14-04-2024 16:00,4,Order standard else evening professor want program every boy just family but.,14-04-2024 16:00,22.690151221998487,72.08645691541946,64,7,0
415,Main Station,14-04-2024 17:00,180,90,2b118b57-dfa3-4cbc-8c01-b00fa76d9fe4,12,14-04-2024 17:00,2,Treatment door past official source our little heavy heart.,14-04-2024 17:00,21.341287387441948,70.28185343879571,89,5,3
47,City Center,14-04-2024 18:00,71,37,b492c9ea-d602-4e74-8b60-b32932f199cb,22,14-04-2024 18:00,5,Behavior weight somebody worry she stock.,14-04-2024 18:00,21.41632765233789,73.41231531273966,38,12,3
407,Suburb,14-04-2024 19:00,119,59,4b79653d-c6c1-4bb7-b9f3-0df18bcd825f,1,14-04-2024 19:00,1,Card member successful occur purpose probably mean deal choose.,14-04-2024 19:00,21.90009144178649,69.60964899669533,61,0,0
313,Suburb,14-04-2024 20:00,204,104,77cf60d7-f7bf-4392-96e3-639f725130e7,7,14-04-2024 20:00,3,History clearly interesting walk media what cup.,14-04-2024 20:00,21.844959029053392,71.14626306402046,105,4,0
272,Main Station,14-04-2024 21:00,87,42,ccbaf17d-f1a8-49f4-a6f0-6e9df24f57d0,13,14-04-2024 21:00,3,Ball stop focus year miss have side during try.,14-04-2024 21:00,22.812718530996428,69.92680772481368,43,7,3
319,Airport,14-04-2024 22:00,21,12,e601f185-ba7d-41b9-8074-689ef392346d,13,14-04-2024 22:00,5,Already goal him continue understand peace.,14-04-2024 22:00,23.450235838418045,72.9972186119334,12,5,0
152,City Center,14-04-2024 23:00,169,86,b0f3a493-c7db-460b-abb3-b57e6704b3bf,16,14-04-2024 23:00,4,Federal skill however stop within country common chance can though fire live effort.,14-04-2024 23:00,23.28404896860868,70.75721783160705,88,9,2
279,Main Station,15-04-2024 00:00,196,99,6812e738-02a7-4cd5-8568-169cfffef2f8,11,15-04-2024 00:00,4,Eight nor itself modern who often end say part machine carry.,15-04-2024 00:00,21.787453364149428,69.93356599228096,99,4,0
20,Suburb,15-04-2024 01:00,42,19,fcd0afa4-b229-4bbe-9d80-80306cc7fce8,7,15-04-2024 01:00,2,Know national cost series I pick nor piece network play.,15-04-2024 01:00,21.73593149395794,72.62950534038316,16,2,0
382,Suburb,15-04-2024 02:00,219,108,b90b925d-6beb-4aab-baea-86d0f32695df,-2,15-04-2024 02:00,0,Very argue catch because here task agreement ball even.,15-04-2024 02:00,23.89737459032091,73.08608658915648,105,0,0
50,Mall,15-04-2024 03:00,80,39,7b60bf94-f136-4b9c-aebe-9657241117df,5,15-04-2024 03:00,2,Rate hot role so smile across news set moment experience there wall.,15-04-2024 03:00,21.02470872477588,71.3119774368482,37,2,0
11,Suburb,15-04-2024 04:00,223,114,2968bd73-a61c-4fa4-811a-f4a4de71d93d,18,15-04-2024 04:00,5,Prepare mind tree partner region according.,15-04-2024 04:00,23.63916159918065,70.89424701129478,113,8,2
78,Mall,15-04-2024 05:00,57,29,3f0f90bd-4910-49da-bc2c-5bee931e47dc,9,15-04-2024 05:00,3,Century example language only your fund white enough.,15-04-2024 05:00,21.59918555736721,72.16072096188545,27,4,1
470,City Center,15-04-2024 06:00,116,56,ce2978c3-c828-49a6-8230-82866a1e585c,1,15-04-2024 06:00,0,Understand much power Republican part standard southern news man how.,15-04-2024 06:00,23.841852969269304,72.25698294469586,53,1,0
369,Main Station,15-04-2024 07:00,93,46,ceb48787-c942-42a1-ae02-6a1fae984650,3,15-04-2024 07:00,1,Compare song name past message plant evening want tough last how never family.,15-04-2024 07:00,22.02692185448256,72.30372697818109,44,0,0
23,Industrial Area,15-04-2024 08:00,130,65,4437ccbd-fa03-4a60-b43b-cd16d4801273,16,15-04-2024 08:00,5,Area interview field natural participant late eight.,15-04-2024 08:00,22.321055321679765,70.37878820984638,62,7,0
239,Main Station,15-04-2024 09:00,170,83,06e11707-ae13-4eaa-95d3-6f598b063ac7,5,15-04-2024 09:00,2,Mission perhaps available film suggest seek seem dark.,15-04-2024 09:00,23.121361841833146,73.70651236307738,81,3,0
15,City Center,15-04-2024 10:00,116,59,c21a919d-500c-4d2e-9eb2-e247ea2c8936,1,15-04-2024 10:00,1,Nice special price occur thus actually decade him imagine loss be car answer.,15-04-2024 10:00,22.763007154419785,70.06722123871867,61,0,0
335,Industrial Area,15-04-2024 11:00,91,45,98bcd971-f2d3-47ad-82e2-a35956b44073,9,15-04-2024 11:00,3,Wife statement condition ready able issue senior in player visit challenge free.,15-04-2024 11:00,21.95381798912047,70.87079137944099,45,4,0
164,Suburb,15-04-2024 12:00,102,51,7d3facc4-0c68-4fe1-b094-772ef655b7ce,9,15-04-2024 12:00,3,Have ten recent player beautiful notice across high visit.,15-04-2024 12:00,22.661492747603468,70.41846971167845,48,4,0
277,Industrial Area,15-04-2024 13:00,140,71,79f0d92e-ae82-497e-ad64-4fa9ef46f510,11,15-04-2024 13:00,4,All day also suffer green north defense.,15-04-2024 13:00,23.19212065308865,73.65561754084598,72,5,0
165,Main Station,15-04-2024 14:00,68,36,17d928ec-5914-43ba-a334-c73cd4a06dd4,13,15-04-2024 14:00,4,Member great standard subject listen role.,15-04-2024 14:00,21.12700483770748,73.14185071239152,33,6,0
212,Industrial Area,15-04-2024 15:00,217,108,c316c087-c7ae-48ef-83ef-01c35958bbb3,1,15-04-2024 15:00,1,Eat significant take surface explain travel wonder out time poor tend.,15-04-2024 15:00,21.03359791576712,73.05635968642933,110,0,0
127,Industrial Area,15-04-2024 16:00,117,57,d8cf98e0-cc08-4573-a16d-3bcb74f9f7a8,10,15-04-2024 16:00,2,Government today difficult operation personal education everything in conference.,15-04-2024 16:00,22.374200817218675,69.0235504093756,54,6,2
477,Industrial Area,15-04-2024 17:00,232,116,0e36ec31-6f20-478d-bc18-d29a4c39e48d,6,15-04-2024 17:00,2,Two many picture maybe generation little.,15-04-2024 17:00,21.39550985341054,72.42950250104161,113,2,0
104,Airport,15-04-2024 18:00,18,10,adc9e897-6027-4e01-9d33-f31065a6d714,11,15-04-2024 18:00,3,Boy poor change century protect whose later science in.,15-04-2024 18:00,22.993032874394142,70.15136847564345,7,5,2
50,Main Station,15-04-2024 19:00,34,15,da5a4626-7abb-4692-b037-5529689e8733,3,15-04-2024 19:00,1,Word simple soon interest threat ready source radio.,15-04-2024 19:00,21.642157368682295,73.8387212859665,17,0,0
58,Suburb,15-04-2024 20:00,69,35,c7fffce4-5c6a-421f-911b-318debc68108,13,15-04-2024 20:00,4,Do near individual production position often player surface.,15-04-2024 20:00,22.29855332038701,71.65375704017733,33,7,0
457,Airport,15-04-2024 21:00,156,77,bcba2e2a-fd78-4423-b440-e3a1c878e895,12,15-04-2024 21:00,2,Fill forward across magazine factor great sure.,15-04-2024 21:00,21.59301281062281,71.82351500699973,75,7,3
18,Main Station,15-04-2024 22:00,188,96,cc6ab785-28f8-4b94-bc2e-514dea540787,6,15-04-2024 22:00,1,Still bad so discover future raise toward including better.,15-04-2024 22:00,22.64545075724737,70.7824141241165,98,4,1
88,Main Station,15-04-2024 23:00,44,23,c1cb5228-1642-4c7a-85b8-1e21712c3b47,8,15-04-2024 23:00,3,Military specific effect image group specific type she through hold.,15-04-2024 23:00,21.348160378153707,71.68365311151206,20,4,0
11,Mall,16-04-2024 00:00,167,84,a01f5a39-c4a6-47a0-9ef4-a10c127d4188,4,16-04-2024 00:00,2,When get environmental woman yourself site make positive.,16-04-2024 00:00,21.06932055836244,72.74868593812072,81,3,0
57,City Center,16-04-2024 01:00,78,40,2fef007b-6e99-4732-953b-7dd83759c852,8,16-04-2024 01:00,1,Girl also note realize finish security race also center seek himself.,16-04-2024 01:00,21.15339491432009,71.80960077047159,41,5,2
